istilah,pengertian,undang_undang,uu,url,status
Air Minum Embun,"Air Minum Embun adalah AMDK yang berasal dari air embun yang telah diproses, dengan atau tanpa penambahan gas oksigen (O2) atau karbon dioksida (CO2), dikemas dan aman untuk diminum.",Peraturan Menteri Perindustrian Nomor 62 Tahun 2024,Pemberlakuan Standar Nasional Indonesia untuk Air Minum dalam Kemasan Secara Wajib,https://paralegal.id/pengertian/air-minum-embun/,OK
Lahan Sawah,"Lahan Sawah adalah bagian daratan dari permukaan bumi sebagai suatu lingkungan fisik yang meliputi tanah beserta segenap faktor yang mempengaruhi penggunaannya seperti iklim, relief, aspek geologi, dan hidrologi baik yang terbentuk secara alami atau akibat pengaruh manusia yang digunakan untuk pertanian.",Peraturan Menteri Pertanian Nomor 13 Tahun 2022,"Penggunaan Dosis Pupuk N, P, K untuk Padi, Jagung dan Kedelai Pada Lahan Sawah",https://paralegal.id/pengertian/lahan-sawah/,OK
Sertifikat Investasi Mudharabah Antarbank,Sertifikat Investasi Mudharabah Antarbank yang selanjutnya disingkat SIMA adalah sertifikat investasi mudharabah antarbank sebagaimana dimaksud dalam ketentuan Bank Indonesia yang mengatur mengenai sertifikat investasi mudharabah antarbank.,Peraturan Bank Indonesia Nomor 23/16/PBI/2021,"Perubahan Ketiga atas Peraturan Bank Indonesia Nomor 20/3/PBI/2018 tentang Giro Wajib Minimum dalam Rupiah dan Valuta Asing bagi Bank Umum Konvensional, Bank Umum Syariah, dan Unit Usaha Syariah",https://paralegal.id/pengertian/sertifikat-investasi-mudharabah-antarbank/,OK
Industri Produk Makanan Ringan,"Industri Produk Makanan Ringan adalah industri dengan kode Klasifikasi Baku Lapangan Usaha Indonesia 10710 yang mencakup usaha pembuatan kukis, cracker, dan kue kering baik yang manis maupun asin.",Peraturan Menteri Perindustrian Nomor 39 Tahun 2022,Standar Industri Hijau untuk Industri Produk Makanan Ringan,https://paralegal.id/pengertian/industri-produk-makanan-ringan/,OK
Daerah Pelayaran Perairan Indonesia,Daerah Pelayaran Perairan Indonesia adalah laut teritorial Indonesia beserta perairan kepulauan dan perairan pedalaman.,Peraturan Menteri Perhubungan Nomor PM 26 Tahun 2022,Pengawakan Kapal Niaga,https://paralegal.id/pengertian/daerah-pelayaran-perairan-indonesia/,OK
Produk Dalam Negeri,Produk Dalam Negeri adalah Barang yang dibuat dan/atau Jasa yang dilakukan oleh Pelaku Usaha di Indonesia.,Undang-Undang Nomor 7 Tahun 2014,Perdagangan,https://paralegal.id/pengertian/produk-dalam-negeri/,OK
Air Minum pH Tinggi,"Air Minum pH Tinggi adalah AMDK yang mengandung mineral dalam jumlah tertentu dengan atau tanpa penambahan mineral, dengan atau tanpa penambahan oksigen (O2) dan memiliki pH tinggi, serta aman dikonsumsi.",Peraturan Menteri Perindustrian Nomor 62 Tahun 2024,Pemberlakuan Standar Nasional Indonesia untuk Air Minum dalam Kemasan Secara Wajib,https://paralegal.id/pengertian/air-minum-ph-tinggi/,OK
Air Pemandian Umum,"Air Pemandian Umum adalah air alam tanpa pengolahan terlebih dahulu yang digunakan untuk kegiatan mandi, relaksasi, rekreasi, atau olahraga, dan dilengkapi dengan fasilitas lainnya.",Peraturan Menteri Kesehatan Nomor 2 Tahun 2023,Peraturan Pelaksanaan Peraturan Pemerintah Nomor 66 Tahun 2014 tentang Kesehatan Lingkungan,https://paralegal.id/pengertian/air-pemandian-umum/,OK
Air Permukaan,Air Permukaan adalah semua Air yang terdapat pada permukaan tanah,Undang-Undang Nomor 17 Tahun 2019,Sumber Daya Air,https://paralegal.id/pengertian/air-permukaan/,OK
Air Solus Per Aqua,Air Solus Per Aqua yang selanjutnya disebut Air SPA adalah air yang digunakan untuk terapi dengan karakteristik tertentu yang kualitasnya dapat diperoleh dengan cara pengolahan maupun alami.,Peraturan Menteri Kesehatan Nomor 2 Tahun 2023,Peraturan Pelaksanaan Peraturan Pemerintah Nomor 66 Tahun 2014 tentang Kesehatan Lingkungan,https://paralegal.id/pengertian/air-solus-per-aqua/,OK
Air Tanah,Air Tanah adalah Air yang terdapat dalam lapisan tanah atau batuan di bawah permukaan tanah,Undang-Undang Nomor 17 Tahun 2019,Sumber Daya Air,https://paralegal.id/pengertian/air-tanah/,OK
Air Traffic Flow Management,Air Traffic Flow Management yang selanjutnya disingkat ATFM adalah salah satu fungsi Air Traffic Management (ATM) yang bertujuan mengoptimalkan kapasitas (ATC capacity) terhadap permintaan (traffic demand) untuk berkontribusi terhadap keselamatan kelancaran dan keteraturan arus lalu lintas penerbangan.,Peraturan Menteri Perhubungan Nomor PM 9 Tahun 2022,Perubahan atas Peraturan Menteri Perhubungan Nomor PM 55 Tahun 2016 tentang Tatanan Navigasi Penerbangan Nasional,https://paralegal.id/pengertian/air-traffic-flow-management/,OK
Air Traffic Management,"Air Traffic Management yang selanjutnya disingkat ATM adalah Manajemen lalu lintas penerbangan dan Ruang Udara terpadu termasuk pelayanan lalu lintas penerbangan, manajemen Ruang Udara dan ATFM yang diperuntukkan untuk menjamin keselamatan, ekonomis, dan efisiensi melalui penyediaan fasilitas dan pelayanan yang selaras (seamless) dengan melibatkan semua pihak termasuk airbome dan ground-based functions.",Peraturan Menteri Perhubungan Nomor PM 9 Tahun 2022,Perubahan atas Peraturan Menteri Perhubungan Nomor PM 55 Tahun 2016 tentang Tatanan Navigasi Penerbangan Nasional,https://paralegal.id/pengertian/air-traffic-management/,OK
Air untuk Keperluan Higiene dan Sanitasi,Air untuk Keperluan Higiene dan Sanitasi adalah air yang digunakan untuk keperluan higiene perorangan dan/atau rumah tangga.,Peraturan Menteri Kesehatan Nomor 2 Tahun 2023,Peraturan Pelaksanaan Peraturan Pemerintah Nomor 66 Tahun 2014 tentang Kesehatan Lingkungan,https://paralegal.id/pengertian/air-untuk-keperluan-higiene-dan-sanitasi/,OK
Airport Collaborative Decision Making,Airport Collaborative Decision Making yang selanjutnya disingkat A-CDM adalah kumpulan proses yang disusun berdasarkan filosofi CDM yang diimplementasikan pada operasi bandar udara.,Peraturan Menteri Perhubungan Nomor PM 9 Tahun 2022,Perubahan atas Peraturan Menteri Perhubungan Nomor PM 55 Tahun 2016 tentang Tatanan Navigasi Penerbangan Nasional,https://paralegal.id/pengertian/airport-collaborative-decision-making/,OK
Ajudikasi,Ajudikasi adalah proses penyelesaian sengketa pelayanan publik antarpara pihak yang diputus oleh ombudsman,Undang-Undang Nomor 25 Tahun 2009,Pelayanan Publik,https://paralegal.id/pengertian/ajudikasi/,OK
Operasi Militer Selain Perang,"Operasi Militer Selain Perang yang selanjutnya disingkat OMSP adalah Operasi Militer yang dilaksanakan bukan dalam rangka perang dengan militer negara lain, tetapi untuk tugas-tugas lain sesuai dengan ketentuan peraturan perundang-undangan.",Peraturan Menteri Pertahanan Nomor 16 Tahun 2022,Perubahan atas Peraturan Menteri Pertahanan Nomor 13 Tahun 2017 tentang Status Gugur atau Tewas bagi Prajurit Tentara Nasional Indonesia,https://paralegal.id/pengertian/operasi-militer-selain-perang/,OK
Alat Memasak Berbasis Listrik,"Alat Memasak Berbasis Listrik yang selanjutnya disebut AML adalah pemanfaat tenaga listrik untuk memasak yang berfungsi untuk menanak nasi, menghangatkan makanan, dan mengukus makanan.",Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 11 Tahun 2023,Penyediaan Alat Memasak Berbasis Listrik bagi Rumah Tangga,https://paralegal.id/pengertian/alat-memasak-berbasis-listrik/,OK
Kepalangmerahan,"Kepalangmerahan adalah hal-hal yang berkaitan dengan kegiatan kemanusiaan, lambang palang merah, atau hal lain yang diatur berdasarkan konvensi.",Undang-Undang Nomor 1 Tahun 2018,Kepalangmerahan,https://paralegal.id/pengertian/kepalangmerahan/,OK
Penelitian Kemasyarakatan,"Penelitian Kemasyarakatan yang selanjutnya disebut Litmas adalah kegiatan pengumpulan, pengolahan, analisis, dan penyajian data yang dilakukan secara sistematis dan objektif untuk kepentingan Pelayanan Tahanan atau Anak, Pembinaan Narapidana atau Anak Binaan, dan Pembimbingan Kemasyarakatan Klien, serta sebagai dasar pertimbangan penyidik, penuntut umum, dan hakim dalam penyelesaian perkara.",Undang-Undang Nomor 22 Tahun 2022,Pemasyarakatan,https://paralegal.id/pengertian/penelitian-kemasyarakatan/,OK
Jabatan Nonmanajerial,Jabatan Nonmanajerial adalah sekelompok jabatan yang mengutamakan kompetensi yang bersifat teknis sesuai bidangnya dan tidak memiliki tanggung jawab langsung dalam mengelola dan mengawasi kinerja pegawai.,Undang-Undang Nomor 20 Tahun 2023,Aparatur Sipil Negara,https://paralegal.id/pengertian/jabatan-nonmanajerial/,OK
Akad,Akad adalah kesepakatan tertulis antara Bank Syariah atau UUS dan pihak lain yang memuat adanya hak dan kewajiban bagi masing-masing pihak sesuai dengan Prinsip Syariah,Undang-Undang Nomor 21 Tahun 2008,Perbankan Syariah,https://paralegal.id/pengertian/akad/,OK
Akad Hibah Tanahud,Akad Hibah Tanahud adalah akad hibah sejumlah dana dari peserta secara individu kepada peserta secara kolektif untuk membentuk Dana Tanahud pada produk anuitas syariah untuk program pensiun.,Peraturan Otoritas Jasa Keuangan Nomor 69/POJK.05/2016,"Penyelenggaraan Usaha Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah",https://paralegal.id/pengertian/akad-hibah-tanahud/,OK
Akad Mudharabah,"Akad Mudharabah adalah Akad Tijarah yang memberikan kuasa kepada Perusahaan Asuransi Syariah, Perusahaan Reasuransi Syariah, atau Unit Syariah sebagai mudharib (pengelola dana) untuk mengelola investasi Dana Tabarru’ dan/atau Dana Investasi Peserta, sesuai kuasa atau wewenang yang diberikan, dengan imbalan berupa bagi hasil (nisbah) yang besarnya telah disepakati sebelumnya.",Peraturan Otoritas Jasa Keuangan Nomor 69/POJK.05/2016,"Penyelenggaraan Usaha Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah",https://paralegal.id/pengertian/akad-mudharabah/,OK
Akad Mudharabah Musytarakah,"Akad Mudharabah Musytarakah adalah Akad Tijarah yang memberikan kuasa kepada Perusahaan Asuransi Syariah, Perusahaan Reasuransi Syariah, atau Unit Syariah sebagai mudharib (pengelola dana) untuk mengelola investasi Dana Tabarru’ dan/atau Dana Investasi Peserta, yang digabungkan dengan kekayaan Perusahaan Asuransi Syariah, Perusahaan Reasuransi Syariah, atau Unit Syariah, sesuai kuasa atau wewenang yang diberikan, dengan imbalan berupa bagi hasil (nisbah) yang besarnya ditentukan berdasarkan komposisi kekayaan yang digabungkan dan telah disepakati sebelumnya.",Peraturan Otoritas Jasa Keuangan Nomor 69/POJK.05/2016,"Penyelenggaraan Usaha Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah",https://paralegal.id/pengertian/akad-mudharabah-musytarakah/,OK
Akad Nikah,Akad Nikah ialah rangkaian ijab yang diucapkan oleh wali dan kabul yang diucapkan oleh mempelai pria atau wakilnya disaksikan oleh dua orang saksi.,Instruksi Presiden Nomor 1 Tahun 1991,Penyebarluasan Kompilasi Hukum Islam,https://paralegal.id/pengertian/akad-nikah/,OK
Akad Tabarru’,"Akad Tabarru’ adalah Akad hibah dalam bentuk pemberian dana dari satu peserta kepada Dana Tabarru’ untuk tujuan tolong menolong di antara para peserta, yang tidak bersifat dan bukan untuk tujuan komersial.",Peraturan Otoritas Jasa Keuangan Nomor 69/POJK.05/2016,"Penyelenggaraan Usaha Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah",https://paralegal.id/pengertian/akad-tabarru/,OK
Akad Tijarah,"Akad Tijarah adalah Akad antara peserta secara kolektif atau secara individu dan Perusahaan Asuransi Syariah, Perusahaan Reasuransi Syariah, atau Unit Syariah dengan tujuan komersial.",Peraturan Otoritas Jasa Keuangan Nomor 69/POJK.05/2016,"Penyelenggaraan Usaha Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah",https://paralegal.id/pengertian/akad-tijarah/,OK
Akad Wakalah bil Ujrah,"Akad Wakalah bil Ujrah adalah Akad Tijarah yang memberikan kuasa kepada Perusahaan Asuransi Syariah, Perusahaan Reasuransi Syariah, atau Unit Syariah sebagai wakil peserta untuk mengelola Dana Tabarru’ dan/atau Dana Investasi Peserta, sesuai kuasa atau wewenang yang diberikan, dengan imbalan berupa ujrah (fee).",Peraturan Otoritas Jasa Keuangan Nomor 69/POJK.05/2016,"Penyelenggaraan Usaha Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah",https://paralegal.id/pengertian/akad-wakalah-bil-ujrah/,OK
Akademi,Akademi adalah Perguruan Tinggi yang menyelenggarakan pendidikan vokasi dalam satu atau beberapa cabang ilmu pengetahuan dan/atau teknologi tertentu.,Peraturan Pemerintah Nomor 4 Tahun 2014,Penyelenggaraan Pendidikan Tinggi dan Pengelolaan Perguruan Tinggi,https://paralegal.id/pengertian/akademi/,OK
Akademi Komunitas,Akademi Komunitas adalah Perguruan Tinggi yang menyelenggarakan pendidikan vokasi setingkat diploma satu dan/atau diploma dua dalam satu atau beberapa cabang ilmu pengetahuan dan/atau teknologi tertentu yang berbasis keunggulan lokal atau untuk memenuhi kebutuhan khusus.,Peraturan Pemerintah Nomor 4 Tahun 2014,Penyelenggaraan Pendidikan Tinggi dan Pengelolaan Perguruan Tinggi,https://paralegal.id/pengertian/akademi-komunitas/,OK
Pemilik Manfaat (Beneficial Owner),"Pemilik Manfaat (Beneficial Owner) adalah orang perseorangan yang berhak atas dan/atau menerima manfaat tertentu yang berkaitan dengan rekening Nasabah, merupakan pemilik sebenarnya dari dana dan/atau efek yang ditempatkan pada PJK (ultimately own account), mengendalikan transaksi Nasabah, memberikan kuasa untuk melakukan transaksi, mengendalikan korporasi atau perikatan lainnya (legal arrangement), dan/atau merupakan pengendali akhir dari transaksi yang dilakukan melalui badan hukum atau berdasarkan suatu perjanjian.",Peraturan Otoritas Jasa Keuangan Nomor 8 Tahun 2023,"Penerapan Program Anti Pencucian Uang, Pencegahan Pendanaan Terorisme, dan Pencegahan Pendanaan Proliferasi Senjata Pemusnah Massal di Sektor Jasa Keuangan",https://paralegal.id/pengertian/pemilik-manfaat-beneficial-owner/,OK
Sepeda BMX,"Sepeda BMX adalah Sepeda yang dirancang untuk kegiatan seperti manuver akrobat di darat, manuver akrobat di udara (aerobatik), kegiatan stuntman, yang digunakan di semua jenis lokasi seperti jalan, trek dan/atau landasan (ramp), dan dilengkapi dengan transmisi kecepatan tunggal (freewheel), tidak ada sistem suspensi dan tidak ada rem pedal sesuai dengan standar persyaratan keselamatan EN 16054.",Peraturan Menteri Perindustrian Nomor 52 Tahun 2024,Pemberlakuan Standar Nasional Indonesia untuk Sepeda Roda Dua Secara Wajib,https://paralegal.id/pengertian/sepeda-bmx/,OK
Pengawetan Sumber Daya Alam Hayati dan Ekosistemnya,"Pengawetan Sumber Daya Alam Hayati dan Ekosistemnya adalah upaya untuk menjaga dan memelihara Sumber Daya Alam Hayati dan Ekosistemnya, baik di dalam maupun di luar habitatnya, agar keberadaannya tidak punah, tetap seimbang, dan dinamis dalam perkembangannya.",Undang-Undang Nomor 32 Tahun 2024,Perubahan atas Undang-Undang Nomor 5 Tahun 1990 tentang Konservasi Sumber Daya Alam Hayati dan Ekosistemnya,https://paralegal.id/pengertian/pengawetan-sumber-daya-alam-hayati-dan-ekosistemnya/,OK
Surat Berharga Negara,Surat Berharga Negara yang selanjutnya disingkat SBN adalah surat berharga yang terdiri atas surat utang negara dalam mata uang rupiah dan surat berharga syariah negara dalam mata uang rupiah yang diterbitkan oleh Pemerintah Republik Indonesia.,Peraturan Bank Indonesia Nomor 24/16/PBI/2022,"Perubahan Keempat atas Peraturan Bank Indonesia Nomor 20/4/PBI/2018 tentang Rasio Intermediasi Makroprudensial dan Penyangga Likuiditas Makroprudensial bagi Bank Umum Konvensional, Bank Umum Syariah, dan Unit Usaha Syariah",https://paralegal.id/pengertian/surat-berharga-negara/,OK
Prinsip Kewajaran dan Kelaziman Usaha yang Tidak Dipengaruhi oleh Hubungan Istimewa (Arm’s Length Principle),Prinsip Kewajaran dan Kelaziman Usaha yang Tidak Dipengaruhi oleh Hubungan Istimewa (Arm’s Length Principle) yang selanjutnya disebut Prinsip Kewajaran dan Kelaziman Usaha adalah prinsip yang berlaku di dalam praktik bisnis yang sehat yang dilakukan sebagaimana transaksi independen.,Peraturan Menteri Keuangan Nomor 136 Tahun 2024,Pengenaan Pajak Minimum Global Berdasarkan Kesepakatan Internasional,https://paralegal.id/pengertian/prinsip-kewajaran-dan-kelaziman-usaha-yang-tidak-dipengaruhi-oleh-hubungan-istimewa-arms-length-principle/,OK
Akademisi,"Akademisi adalah pendidik profesional dan ilmuwan dengan tugas utama mentransformasikan, mengembangkan, dan menyebarluaskan ilmu pengetahuan, teknologi, dan seni melalui pendidikan, penelitian, dan pengabdian kepada masyarakat.",Peraturan Presiden Nomor 111 Tahun 2022,Pelaksanaan Pencapaian Tujuan Pembangunan Berkelanjutan,https://paralegal.id/pengertian/akademisi/,OK
Akomodasi yang Layak,Akomodasi yang Layak adalah modifikasi dan penyesuaian yang tepat dan diperlukan untuk menjamin penikmatan atau pelaksanaan semua hak asasi manusia dan kebebasan fundamental untuk Penyandang Disabilitas berdasarkan kesetaraan.,Undang-Undang Nomor 8 Tahun 2016,Penyandang Disabilitas,https://paralegal.id/pengertian/akomodasi-yang-layak/,OK
Akreditasi,"Akreditasi adalah rangkaian kegiatan pengakuan formal oleh KAN, yang menyatakan bahwa suatu lembaga, institusi, atau laboratorium memiliki kompetensi serta berhak melaksanakan Penilaian Kesesuaian.",Undang-Undang Nomor 20 Tahun 2014,Standardisasi dan Penilaian Kesesuaian,https://paralegal.id/pengertian/akreditasi/,OK
Akreditasi Penerbit Ilmiah,"Akreditasi Penerbit Ilmiah adalah suatu bentuk pengakuan atas kualitas suatu proses penerbitan ilmiah berdasarkan kompetensi, otoritas, dan/atau kredibilitas yang sudah ditentukan",Peraturan Badan Riset dan Inovasi Nasional Nomor 37 Tahun 2022,Akreditasi Penerbit Ilmiah,https://paralegal.id/pengertian/akreditasi-penerbit-ilmiah/,OK
Akreditasi Widyalaya,"Akreditasi Widyalaya adalah kegiatan penilaian untuk menentukan kelayakan PW, AW, MW, UW, dan UWK berdasarkan kriteria yang telah ditetapkan.",Peraturan Menteri Agama Nomor 2 Tahun 2024,Penyelenggaraan Pendidikan Widyalaya,https://paralegal.id/pengertian/akreditasi-widyalaya/,OK
Akses,Akses adalah kegiatan melakukan interaksi dengan Sistem Elektronik yang berdiri sendiri atau dalam jaringan.,Undang-Undang Nomor 19 Tahun 2016,Perubahan atas Undang-Undang Nomor 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik,https://paralegal.id/pengertian/akses/,OK
